L,A,N,E
597.39,208.67
491.65,364.5
492.31,382.62
598.44,233.46
L,A,N,E
370.08,562.85
350.92,597.64
350.8,609.65
370.68,575.21
L,A,N,E
312.26,681.49
304.48,700.12
304.54,707.57
313.92,688.87
L,A,N,E
718.19,1075.9
526.52,954.94
411.48,891.72
362.82,874.97
331.27,873.09
315.11,875.27
302.3,882.56
288.8,895.82
280.85,907.42
271.52,928.76
261.6,961.92
252.26,1005.1
255.31,1007.6
265.88,962.95
275.59,931.27
284.46,911.85
290.41,903.69
303.35,892
315.62,885.74
331.29,883.83
361.94,888.26
410.11,909.43
524.5,979.71
718.67,1120.7
