L,A,N,E
896.75,342.94
700.9,569.01
695.66,566.17
694.64,562.88
691.34,563.08
673.85,615.54
643.28,640.24
618.39,671.98
611.1,673.24
595.77,697.86
579.07,722.85
576.31,717.32
576,712.11
579.99,712.11
588.89,692.16
600.55,679.88
610.06,662.38
618.96,656.55
634.92,633.53
646.58,620.03
658.85,616.04
664.68,605.6
671.13,602.23
689.54,547.29
702.12,545.75
897.43,304.73
L,A,N,E
898.06,275.85
702.89,532.79
694.02,533.11
686.81,544.93
670.98,583.38
611.7,656.48
575.15,712.26
573.8,702.09
602.87,652.65
676.95,553.39
681.78,536.56
696.35,509.17
707.91,505.15
900.5,236.44
L,A,N,E
898.63,1251.2
749.75,1104.2
747.52,1124.9
897.95,1281
L,A,N,E
720.11,1069.7
621.59,975.79
581.95,928.24
581.95,941.66
717.87,1092.6
