L,A,N,E
886.07,453.16
735.93,649.15
675.04,674.8
639.34,740.28
620.57,742.11
602.71,771.42
586.77,770.18
571.58,791.11
556.57,779.2
556.78,776.73
569.94,785.58
586.82,765.21
600.81,764.8
617.89,734.35
638.46,730.85
671.23,666.71
734.65,634.4
884,428.45
L,A,N,E
899.57,1248.2
742.54,1010.8
681.72,1009.3
643.34,932.79
625,944.09
604.14,905.4
589.57,917.46
575.25,892.59
563.98,898.35
564.12,902.07
573.91,898.62
589.49,922.34
603.69,911.72
624.52,954.2
641.97,943
680.78,1021.7
743.25,1031.9
900.5,1272.7
