L,A,N,E
899.88,109.53
817.92,295.65
736.52,522.46
677.9,715.07
636.8,908.42
616.27,1030.5
602.67,1180.1
607.11,1182.1
620.71,1030.6
640.96,909.38
684.29,718.16
745.53,524.11
825.81,304.4
900.5,142.21
L,A,N,E
898.64,62.357
810.5,286.61
728.57,520.39
673.59,714.31
634.34,907.81
615.16,1030.3
601.06,1179
597.7,1177.6
610.83,1029
629.91,906.21
668.15,712.15
721.75,516.95
800.13,278.2
899.25,31.157
L,A,N,E
815.01,1237.8
765.01,1243.4
731.06,1253.9
734.14,1272.4
769.94,1261.9
813.15,1260.1
L,A,N,E
664.2,1367.2
652.17,1393.3
646.03,1426.9
651.26,1433.9
658.07,1401.7
666.02,1388.3
