L,A,N,E
897.72,22.422
699.44,406.52
700.67,423.81
900.5,53.298
L,A,N,E
897.72,95.29
701.54,442.59
701.54,459.77
900.5,129.12
L,A,N,E
686.85,426.16
623.49,567.43
589.26,589.79
568.59,636.2
552.47,637.34
544.07,645.97
535.44,634.62
528.65,639.64
521.97,618.41
518.02,617.8
517.71,620.84
521.52,623.28
527.61,646.42
534.15,642.46
542.37,654.04
554.55,645.66
570.69,644.29
592.67,600.2
625.76,579.86
687.7,442.71
L,A,N,E
693.4,1125.7
629.26,995.79
593.26,958.97
570.5,899.39
555.19,880.77
545.92,836.43
537.29,821.05
526.03,773.7
523.53,782.1
534.21,828.89
542.39,840.93
553.29,885.67
567.83,903.84
590.77,965.84
625.07,1004
690.24,1139.6
