701.38,671.83
643.72,744.34
644.06,760.53
703.4,689.03

592.93,819.15
576.88,834.76
577.1,844.48
593.83,829.33

558.56,860.31
548.62,867.77
548.84,875.91
557.89,868.22

540.06,877.11
533.54,882.26
533.85,889.68
541.27,884.23

529.91,888.32
525.82,890.74
525.97,896.5
531.12,895.44

594.93,1036.2
577.26,1024
576.43,1034.3
594.1,1047

557.65,1010.2
547.71,1002.8
547.43,1010.5
557.1,1017.7

542,993.57
534.43,988.11
533.19,995.68
540.51,1001.4

532.18,984.4
525.82,980.16
525.36,986.67
530.06,990.16

