L,A,N,E
898.61,1114.5
861.65,1083.6
693.42,1083.6
622.09,996.76
590.8,1039.2
568.43,1013.4
552.29,1043.2
542.98,1027.8
530.65,1045.6
526.24,1031.8
518.62,1048.5
514.97,1036.3
510.56,1050.2
506.45,1041.1
505.68,1048.4
510.56,1055.5
515.28,1046.1
518.78,1055.1
526.08,1041.7
530.19,1055.1
542.37,1034.7
551.81,1053.2
567.28,1024.9
589.12,1051.5
625.95,1013.4
692.98,1101.6
859.51,1117.4
896.89,1155.7
L,A,N,E
896.35,521.1
842,559.76
685.5,729.36
623.47,780.01
587.88,865.68
567.6,878.93
563.88,886.79
559.74,883.07
566.78,869.82
583.74,857.41
617.67,771.32
679.33,717.52
846.61,527.93
900.5,492.84
